id,host_id,property_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,review_scores_rating
1145231,6279514,House,80,600,2200,300,100,30,7,28,6,6,6,194,100
1156949,6339747,House,71,390,1400,,,20,1,1125,24,53,74,264,96
1157185,437380,Townhouse,66,400,,0,0,0,2,7,24,41,50,325,100
1157835,5507453,Condominium,251,,,300,100,10,4,60,11,29,56,234,95
1160278,6358396,Apartment,195,1200,6501,500,80,0,20,60,27,57,87,362,100
1160839,6359961,Loft,170,1000,,133,0,0,2,7,9,39,62,327,99
1175222,6432048,Apartment,100,880,,120,20,0,10,600,0,0,0,0,85
1178955,6449305,House,174,,3800,,35,0,5,1125,0,0,4,279,97
1181117,4517777,House,350,2400,8000,1000,100,0,7,365,3,15,15,112,
1184360,6477719,Apartment,96,595,2295,,,0,14,1125,0,11,21,296,99
1187940,6496014,Apartment,114,855,3292,,59,20,2,1125,0,0,0,189,96
1192689,3117312,House,400,2500,8000,1000,150,50,4,365,8,13,19,266,99
1195462,6533001,House,65,440,1450,,30,0,5,36,11,41,71,346,97
1201338,1300320,House,419,2900,10200,500,180,50,3,365,14,41,69,340,99
1214103,4170460,Apartment,190,1200,3900,500,90,25,1,1125,21,51,81,356,80
1218977,89766,House,140,400,1400,300,100,20,4,45,11,28,58,333,100
1233439,760849,House,444,2730,9100,400,,15,5,365,6,31,46,162,100
1233474,10260164,House,995,,,3000,100,50,7,365,15,45,75,165,
1233605,558987,Apartment,195,,,400,75,0,1,90,9,33,63,331,94
1234561,6731712,House,50,330,,0,0,15,2,1125,0,0,0,0,95
1237261,6610760,Apartment,109,720,2200,250,70,0,1,180,11,25,37,305,95
1244671,6784059,Apartment,224,,,300,150,0,7,700,19,49,79,354,91
1252561,6824697,Apartment,170,,,,,0,2,1125,9,35,43,310,97
1253219,4542615,House,150,650,1850,,90,0,7,30,4,25,35,271,100
1260741,6866740,House,190,1295,5040,500,0,0,3,28,4,24,54,144,95
1261894,2388141,Apartment,138,1065,3500,250,65,0,28,1125,0,0,7,282,94
1265947,4177728,Apartment,147,,,0,0,21,3,365,14,27,57,329,50
1266244,4177728,Apartment,233,,,0,0,21,3,90,0,0,7,257,93
1271310,6919472,Apartment,89,665,2889,500,100,0,3,365,1,1,1,160,97
1273572,6918788,House,251,,,,100,30,1,365,0,0,0,156,95
1273635,6692322,Townhouse,107,,,,,0,1,1125,29,59,89,179,
1273768,6933179,Apartment,86,600,2245,300,75,0,14,1125,0,8,14,178,91
1274043,4681384,House,199,550,2000,200,75,0,1,1125,5,24,45,279,97
1285174,6992397,Guesthouse,132,,,0,0,44,1,1125,29,59,88,363,91
1289142,6992397,Apartment,100,595,2100,0,0,0,1,1125,22,52,82,357,89
1289241,6782184,House,109,,,250,60,15,4,120,0,0,0,220,94
1297829,6905314,House,80,362,1350,200,40,24,1,1125,8,8,38,107,100
1302086,2682415,House,195,,,300,200,40,3,1125,17,43,69,333,93
1305838,204714,Apartment,90,520,2100,0,50,0,4,65,0,30,60,150,97
1309557,1710397,Apartment,174,1211,4106,,183,20,3,1125,7,25,40,315,91
1309634,7118998,Cabin,174,900,,0,0,50,2,30,12,42,69,344,96
1314080,7140977,Apartment,140,,,,,0,2,40,0,0,0,0,95
1320949,6689746,Apartment,46,290,995,,10,0,3,1125,29,59,89,89,95
1321215,717024,Cottage,186,1000,,0,0,35,1,30,11,39,68,339,100
1321535,2085706,House,78,450,1600,350,30,15,2,36,0,9,39,314,100
1321782,569413,Boutique hotel,100,600,2400,0,0,0,1,365,23,53,83,358,87
1328207,7208325,Condominium,105,,,,20,0,3,60,0,0,0,0,94
1333069,7230448,House,39,250,,200,6,25,1,1125,25,55,85,360,96
1344172,5136856,Townhouse,84,630,,200,40,0,4,65,28,58,88,363,100
1344239,7291671,House,60,420,1680,,30,0,2,1125,16,46,76,351,96
1349937,3721646,Apartment,190,1045,3995,149,99,14,2,90,29,59,89,364,89
1352762,7342833,House,60,315,,,0,10,2,1125,5,35,61,336,87
1357290,814722,Townhouse,109,,,250,135,15,3,90,1,21,21,21,92
1357916,6344630,Apartment,39,250,1100,,25,18,3,1125,0,0,0,251,95
1360263,7383811,Guesthouse,199,750,2000,,,0,1,1125,11,40,70,160,98
1360924,7081753,Apartment,120,,,500,10,20,2,1125,29,59,89,364,94
1361329,3721646,Apartment,169,1045,3795,149,99,19,3,365,17,17,26,301,82
1370173,7430431,Apartment,55,413,1176,140,0,0,4,30,9,9,17,17,98
1378655,720872,Townhouse,60,350,1500,,40,20,2,28,10,10,16,16,96
1378758,7468649,House,79,450,,,30,40,1,1125,29,59,89,364,100
1393371,7532185,Apartment,75,,,0,30,0,4,14,7,32,62,321,94
1394156,7535114,Villa,199,1225,,250,50,40,2,1125,12,24,43,314,100
1394277,3612483,Apartment,180,,,300,100,50,2,365,23,40,70,345,95
1405749,5412740,Apartment,115,770,2880,200,60,10,3,200,12,12,12,257,97
1412320,7613976,Farm stay,165,700,2800,0,0,0,2,14,23,49,79,296,99
1412818,7613976,Farm stay,180,800,,0,0,50,2,30,20,46,74,308,98
1414187,7613976,Farm stay,195,1000,,0,0,50,2,14,16,45,75,311,97
1417716,7638031,Apartment,68,520,,180,60,20,2,99,6,9,10,264,88
1434853,6685443,Apartment,180,1120,4000,,,0,2,1125,0,0,0,0,100
1447595,7770263,Apartment,168,1050,3850,150,60,0,3,1125,7,15,21,206,95
1453575,2558288,Villa,750,2000,6400,1000,250,0,7,180,19,46,76,351,90
1467803,2027601,House,50,325,900,150,85,0,7,365,0,5,35,310,85
1467936,7035315,Apartment,150,,,0,80,35,1,1125,0,0,0,0,96
1467998,7035315,House,349,,,0,70,35,2,1125,30,60,90,365,92
1469423,6871011,Townhouse,48,,,,,0,1,1125,17,47,77,77,100
1483791,251039,Apartment,230,1000,3200,600,100,15,4,1125,2,6,36,311,96
1490980,7972105,Apartment,120,720,2800,,40,0,2,1125,1,4,25,296,94
1494540,7729799,Apartment,136,,,150,,0,3,365,12,24,41,301,94
1497122,7251621,Apartment,120,700,2500,,,0,1,1125,9,28,58,315,91
1499776,8014521,Apartment,79,450,,0,25,0,4,30,3,3,3,3,98
1500207,8017099,House,60,420,1600,,,15,1,21,26,46,71,187,95
1500598,291232,Condominium,155,1015,3500,300,75,15,2,1125,10,17,47,322,96
1504584,8021937,House,251,,,250,95,15,1,20,2,20,33,33,94
1508587,2136338,House,136,1000,3500,800,150,25,3,1125,16,45,75,350,96
1513151,6567156,Townhouse,90,550,1800,,,20,2,1125,0,11,11,11,91
1516337,8096480,House,100,,,,50,50,1,1125,30,60,90,365,
1521505,8018065,Guesthouse,90,400,1300,0,0,0,2,1125,12,12,12,200,96
1521977,7642784,Apartment,136,,,,,0,1,1125,30,60,90,365,
1522751,1608157,House,60,445,1775,200,28,35,1,1125,29,59,89,364,88
1522907,1608157,House,60,445,1775,200,28,35,1,1125,29,59,89,364,87
1531039,8151815,Apartment,50,435,1620,150,0,0,1,1125,27,57,87,362,
1540666,8213156,Bungalow,84,450,,280,35,0,2,14,15,30,53,322,98
1547045,5138361,Apartment,150,1400,5900,500,80,0,3,90,0,0,0,0,93
1547261,3284392,Apartment,125,775,2850,0,55,0,3,365,0,8,18,293,97
1557274,4255185,Apartment,109,915,3860,200,65,0,2,1125,0,0,0,0,93
1557846,8292995,House,251,1300,4000,,,30,5,365,0,0,0,114,98
1558434,8295389,Apartment,109,800,,,,0,2,1125,0,0,0,0,90
1568136,7636153,Apartment,169,1135,4750,300,90,0,2,1125,5,16,46,317,98
1570830,8352635,Apartment,120,700,,0,0,0,2,1125,1,1,1,1,97
1571073,2468582,House,84,,2000,,30,0,2,21,23,53,83,358,100
1579145,2792428,House,40,250,,,,0,1,365,14,44,74,74,96
1579215,8401327,House,170,,,300,65,30,1,1125,21,46,70,70,97
1584356,4702787,Townhouse,96,,,0,25,55,2,1125,7,21,51,314,100
1584385,6918788,House,90,642,2000,,30,30,1,1125,0,0,0,110,87
1585478,959186,House,80,450,,,,0,1,1125,0,21,39,300,99
1589912,8401327,House,180,,,350,60,20,1,1125,12,38,49,49,96
1595093,5958889,Apartment,80,,,132,10,15,2,1125,0,0,6,281,98
1602671,8523310,Apartment,46,,,0,18,18,2,12,0,2,24,24,95
1602976,1031421,Apartment,199,1099,3999,500,0,40,2,365,12,23,53,138,94
1603051,8530753,Loft,129,839,3649,199,69,0,1,1124,21,45,75,346,87
1610201,6331086,House,199,,,0,50,0,3,1125,3,10,17,72,99
1610316,4170460,Apartment,150,850,3200,500,70,15,1,1125,22,30,56,331,84
1619718,2058617,Apartment,76,620,2320,300,60,0,5,365,13,18,48,323,89
1619808,8617696,Apartment,163,,,500,,0,27,365,23,53,83,358,89
1621193,8623584,House,50,,,,,0,3,365,11,41,71,71,95
1624671,8638863,Apartment,165,,,200,60,10,2,1125,24,54,84,359,78
1624962,2058617,Apartment,109,988,3317,300,80,15,7,365,0,19,49,49,82
1626393,8451508,House,695,4500,,,,0,5,25,0,0,0,0,100
1630611,8623584,House,55,,,,,0,3,365,21,48,78,78,94
1630761,8623584,House,53,,,,,0,3,365,16,46,76,76,92
1637329,8623584,House,60,,,,,0,3,365,29,59,89,89,90
1637733,5913843,Guest suite,130,952,3512,0,0,20,2,90,4,25,42,218,98
1641871,4177728,Apartment,163,1344,4872,500,60,25,3,365,0,0,0,0,87
1646891,4177728,Apartment,166,,,0,0,21,3,365,11,11,11,11,65
1652186,2674887,Apartment,174,,,500,65,29,2,60,5,11,24,51,97
1653231,7885063,House,60,450,1500,150,20,25,2,14,13,41,71,155,96
1656742,5090138,House,975,7000,,5000,250,50,5,14,28,52,82,172,97
1662899,7123787,Apartment,165,1013,,,40,0,2,1125,9,39,69,344,94
1669526,8840079,Loft,137,900,3200,300,,0,4,365,0,0,0,0,98
1674688,6139671,House,299,1999,5999,500,150,0,2,300,30,58,88,363,94
1678964,8882078,Apartment,84,506,1800,300,120,10,3,1125,4,17,17,17,92
1681677,5837685,Apartment,89,710,2800,150,50,10,2,1125,8,32,39,39,94
1683724,8902918,House,255,1500,,800,90,0,5,11,5,35,65,340,100
1684534,1701103,Bungalow,115,700,,,,35,1,1125,8,30,60,335,99
1684869,8908084,Loft,170,,,300,60,30,2,60,19,39,69,159,97
1688748,8924888,Apartment,126,910,3640,200,65,20,3,365,2,19,43,296,96
1697412,5157097,Apartment,83,800,3000,200,50,0,2,365,1,15,38,212,92
1701914,8984432,Apartment,79,,,,,0,1,1125,0,0,0,0,
1704240,8996977,House,71,,,,,0,1,1125,0,0,0,0,
1711594,9028154,Apartment,115,1120,,0,30,0,2,1120,24,35,52,312,97
1715090,9045054,Loft,300,,,200,85,50,2,1125,29,59,89,364,99
1718295,9028154,Apartment,170,1285,3500,0,30,0,2,1123,20,50,80,355,99
1718324,6727187,House,419,2350,,500,80,60,1,60,6,26,50,147,97
1722074,3721646,Apartment,150,1045,3995,199,129,14,2,90,28,53,83,358,87
1725821,8968154,House,862,5167,17004,700,550,40,2,356,13,35,54,318,95
1732959,8904450,Apartment,179,1200,4200,250,45,0,2,1125,9,30,50,325,97
1733049,9130578,Apartment,251,,4500,300,100,100,2,1125,5,11,27,252,88
1733537,4582064,Farm stay,55,,,,,0,1,6,0,0,0,0,100
1739234,7922901,Apartment,105,720,2500,0,30,20,2,1125,0,1,14,232,93
1742469,9173051,House,60,390,1400,,30,0,2,62,0,0,16,291,97
1742539,9173366,Guesthouse,82,499,1999,250,70,10,3,1125,0,0,0,250,98
1742705,9028154,Apartment,161,1120,,0,30,0,2,500,26,56,86,354,98
1747690,9197599,Apartment,120,800,2300,,,0,1,25,30,60,90,365,
1747852,9198367,Apartment,165,,,200,75,35,1,365,5,22,44,289,95
1752177,6458973,Apartment,127,840,2960,200,55,0,3,1125,6,14,33,90,96
1756027,4679213,Apartment,145,,,300,65,0,2,1125,0,0,0,159,87
1760258,4170460,Apartment,199,1200,4000,500,100,25,1,1125,8,38,68,343,94
1760620,9255864,Apartment,120,,,300,0,30,2,1125,20,31,31,31,94
1763507,9269547,House,161,,,300,116,0,7,1125,0,0,0,0,100
1763823,5553847,Condominium,395,,,500,0,50,4,1125,21,49,79,346,94
1764062,5553847,Condominium,350,,,500,0,50,4,1125,16,26,26,26,96
1766675,9282702,Apartment,161,,,350,0,0,3,1125,0,8,38,313,87
1769230,9294739,House,105,600,1800,200,20,10,2,1125,30,60,90,365,90
1774105,9317342,Apartment,130,800,,150,50,0,2,10,6,10,40,315,97
1774260,9315232,Apartment,220,360,1400,250,0,0,5,1125,27,57,87,362,95
1774428,4971509,Hostel,65,,,0,15,20,1,1125,28,52,82,357,94
1775388,9323106,House,72,715,2803,0,45,50,2,1125,22,52,82,357,100
1778493,7509953,Apartment,130,,,250,65,0,1,90,28,50,76,351,96
1779098,9341015,House,190,1140,4560,200,95,0,4,1125,6,18,39,243,98
1784111,6432292,Apartment,69,440,,,30,15,2,1125,0,0,0,0,99
1798355,7046664,Apartment,190,970,3500,1000,,10,2,1125,0,0,0,243,88
1802291,5247469,Bungalow,230,1120,4910,200,70,50,2,60,18,39,66,341,70
1803021,5592294,Condominium,345,,,745,245,50,1,365,0,0,0,165,95
1803184,7342833,House,79,315,,,0,10,4,100,0,0,0,237,84
1803259,440612,House,195,,,300,50,0,3,1125,2,5,11,286,95
1803441,9195867,Apartment,115,,3000,550,80,20,2,1125,10,10,10,70,90
1807191,2058617,Apartment,109,750,2917,300,80,0,4,365,5,23,53,321,92
1815508,9509273,Apartment,96,660,2500,0,20,0,2,1124,2,16,39,270,96
1822180,7383811,Guesthouse,174,,,,,0,1,1125,10,37,67,342,96
1822923,9543070,Apartment,100,590,,250,50,0,7,1125,0,0,0,0,100
1822969,1911825,Apartment,75,550,1900,0,35,20,2,1125,3,3,10,285,98
1827577,5261406,Apartment,60,,,,,15,2,1125,0,0,0,0,100
1827624,9562741,House,186,,4680,,100,20,2,60,0,0,0,0,93
1832876,1700056,Apartment,190,1400,5000,0,60,0,3,365,0,2,25,270,97
1833118,9586654,House,165,,,,15,10,2,5,0,0,0,0,
1833332,4170460,Apartment,170,1300,4000,500,99,25,1,1125,15,37,37,155,89
1833368,4170460,Apartment,199,1300,3990,500,100,25,1,1125,18,26,50,325,90
1833663,5491744,Apartment,300,,,,,30,1,1125,30,60,90,365,94
1837433,9605997,Apartment,60,300,1000,,10,0,1,17,0,4,34,309,91
1837765,4648074,Apartment,68,435,,,30,0,2,10,29,59,89,364,90
1844970,3688677,Guesthouse,80,559,1974,200,30,20,1,28,10,32,56,331,89
1847426,3004829,Apartment,118,798,2980,150,48,25,2,1125,2,16,46,321,94
1851883,9671210,Apartment,75,600,2000,0,30,0,2,5,1,16,36,36,99
1861584,9710767,House,995,,,1000,200,0,5,10,30,60,90,365,
1863200,9198367,Apartment,100,,,200,75,35,2,365,6,31,48,136,98
1865611,3407239,Villa,950,5500,,1000,220,50,3,1125,10,10,11,213,98
1866009,2812963,Hostel,78,,,,,0,3,30,21,50,77,77,88
1877368,5553847,Condominium,354,,,500,0,50,4,1125,10,30,51,292,92
1877569,9778534,Apartment,120,,,300,80,0,5,24,0,0,0,0,100
1881121,9793381,House,48,200,800,0,20,15,1,1125,13,34,53,328,96
1881832,212071,Apartment,90,800,2600,200,80,0,5,200,0,22,34,34,95
1887354,2225077,House,55,280,850,0,30,11,1,999,25,25,33,302,90
1888716,275066,Apartment,170,,,250,60,0,4,12,11,11,11,11,
1893708,4594422,Apartment,80,560,2400,140,50,20,1,30,29,59,89,89,91
1893907,4409445,House,161,,3650,300,90,20,3,180,0,1,31,306,97
1906621,3154709,Apartment,450,2650,9750,2000,160,50,2,60,6,36,66,341,98
1910020,4012744,House,102,840,3000,,,0,4,28,2,14,14,45,99
1910365,9846003,House,880,4000,,3000,180,0,7,30,0,0,0,0,
1914462,9930117,Apartment,109,750,,0,0,50,1,20,15,22,52,327,96
1914471,4170460,Apartment,226,1200,4000,500,100,25,1,1125,3,33,63,243,91
1915939,2470635,Apartment,199,,,200,,0,3,1125,20,38,64,150,96
1923545,3612108,Apartment,199,1099,3900,,50,7,4,60,2,2,2,69,97
1926575,4170460,Apartment,150,850,3000,300,70,25,1,1125,0,0,0,265,88
1927123,5507453,Condominium,251,,,300,100,10,4,90,8,26,51,215,98
1927160,2303218,Apartment,150,,,110,10,0,4,20,0,0,0,0,100
1930659,331744,House,96,650,,200,50,25,3,28,12,24,54,220,99
1936710,2812963,House,78,,,,,0,3,30,14,41,68,68,80
1937502,10024605,Apartment,100,,2499,,,0,1,1125,0,0,0,0,100
1937582,4971509,Boutique hotel,65,,,0,17,10,2,1125,11,32,58,333,95
1944585,10058111,Apartment,62,355,1255,0,30,25,1,1125,16,29,29,295,95
1945220,10061588,Loft,220,1350,,,,0,4,17,11,25,25,25,93
1949180,4414087,Bed and breakfast,270,1100,,200,0,0,1,3,15,45,75,350,95
1950412,4838224,Apartment,251,,,300,125,0,3,1125,20,38,68,335,97
1950793,6124629,Apartment,125,631,2226,200,0,0,2,1125,7,21,21,21,88
1951892,6533001,House,75,500,1800,,30,15,5,365,0,13,43,318,98
1956184,10111066,Apartment,50,,,0,25,15,2,1125,8,38,68,343,98
1956956,2001917,House,96,550,2500,,,35,1,10,27,57,87,267,100
1957726,10042213,Villa,140,490,1800,400,30,25,1,1125,0,0,0,0,
1961688,8523310,Apartment,119,,,150,50,30,2,90,0,0,0,0,95
1962469,3721646,Apartment,159,1045,3995,199,99,14,4,365,30,60,90,365,85
1962932,10142577,Apartment,37,600,,,50,0,60,90,0,0,0,0,
1970196,10165286,Apartment,150,950,,,50,50,2,1125,0,0,0,0,92
1971685,10180626,Apartment,125,780,3100,,,0,333,1125,0,0,0,0,90
1972216,10182953,House,220,,,1000,80,80,7,22,0,0,0,0,
1972381,5553847,Condominium,550,,,700,0,50,4,365,8,22,41,278,94
1973680,10190138,Apartment,280,,,500,50,50,1,1125,21,47,77,352,98
1976057,10187637,House,150,,2400,,100,0,2,1125,0,0,0,0,
1976702,10203910,Apartment,180,990,3500,400,80,0,2,14,0,0,0,0,93
1980243,10219612,Apartment,69,600,2520,150,20,0,2,30,21,40,66,66,97
1982842,10231175,House,120,800,3240,500,100,20,6,365,0,0,0,242,97
1983690,6929737,Apartment,245,1750,4900,500,60,40,2,365,16,17,36,311,93
1984550,10239249,House,154,,,,,0,1,1125,0,0,0,0,
1990245,10263726,Apartment,130,,,,50,20,3,1125,12,42,72,347,98
1995008,5509449,House,46,,,,,10,3,365,2,12,42,291,94
1995746,10286220,Apartment,105,500,1900,400,50,0,5,365,13,43,73,348,100
1996245,10109961,House,100,600,,,,0,5,21,0,0,0,0,100
1996739,10289861,House,89,620,,,,0,1,1125,0,0,0,0,
1998982,569413,Apartment,251,1600,6000,300,50,50,2,1125,26,56,86,361,82
2001075,5901274,House,62,,,0,10,0,2,4,14,39,67,67,96
2004528,4177728,Apartment,209,,,0,0,21,3,365,24,24,24,24,80
2004786,7468328,House,57,344,1217,300,30,13,6,1125,0,0,0,0,100
2004964,9670542,House,180,950,3700,200,80,0,40,60,0,0,0,123,98
2008920,8809102,Villa,80,,,150,80,0,2,15,0,3,3,70,87
2008926,10339018,Apartment,125,800,2600,200,,0,12,21,0,0,0,0,
2009201,8924888,Apartment,127,910,3640,200,65,20,3,1123,4,9,23,278,97
2012112,4177728,Apartment,221,,,0,0,21,3,365,24,24,24,24,100
2012526,255202,Apartment,251,2000,,700,70,0,2,100,28,58,88,363,98
2012694,2885488,Apartment,239,1540,,,70,20,1,1125,0,0,0,0,91
2012730,9655460,House,375,2200,,500,75,0,5,18,0,0,0,0,
2016956,10356282,Villa,89,711,,330,120,35,2,240,3,33,63,338,98
2017250,10374291,Apartment,120,,,200,40,20,2,2,0,0,0,0,40
2021375,4317679,Townhouse,169,1000,3500,500,100,50,14,30,0,0,0,0,97
2022600,3721646,Apartment,150,1045,3795,199,129,14,2,90,13,29,59,334,86
2023433,2053500,Apartment,109,675,,200,50,10,3,1125,0,0,0,0,100
2023583,10399225,Apartment,100,800,,150,20,0,6,14,0,0,0,0,
2028297,5138361,Apartment,159,1050,4101,300,75,10,2,365,10,21,44,69,94
2029771,10424264,Apartment,109,,2900,200,60,0,2,1125,0,0,0,0,99
2033648,10439197,Apartment,65,,,200,,25,2,30,26,56,86,361,96
2038818,8638863,Townhouse,165,,,200,60,10,2,1125,24,54,84,359,80
2038824,8638863,Townhouse,165,,,200,60,10,2,1125,24,54,84,359,87
2038829,8638863,Townhouse,165,,,200,60,10,2,1125,24,54,84,359,80
2039072,10349823,House,60,340,,120,,25,1,1125,0,0,0,0,
2042579,10474768,Apartment,169,1183,4800,300,120,29,3,1124,8,26,48,307,97
2046410,9522866,Apartment,180,,,300,120,15,4,1120,29,52,82,357,88
2046678,9847372,Apartment,100,799,,250,49,30,3,30,0,0,0,0,97
2051170,8057178,Apartment,180,,,400,100,50,2,1125,16,42,72,343,93
2051187,8638863,Townhouse,165,,,200,60,10,2,1125,24,54,84,359,83
2053828,7190278,Apartment,118,,,300,50,29,1,1125,26,41,71,333,88
2056947,4594422,Loft,82,595,2380,140,50,20,2,30,29,59,89,89,88
2057259,10534339,Apartment,300,500,,,,0,2,7,0,0,0,0,
2057845,5857673,Apartment,100,,,500,80,20,4,1125,1,1,1,1,94
2058578,1987753,Apartment,100,450,1600,200,35,0,2,10,0,0,0,0,96
2063596,10559878,House,35,,,,,0,1,11,0,0,0,0,
2063915,10141626,House,100,,,,,0,1,1125,30,60,90,365,
2075836,5139855,Apartment,120,700,,200,50,0,2,1125,2,13,30,288,95
2079196,1710397,Apartment,174,1372,4715,,183,20,3,1125,12,34,34,238,89
2079865,4935336,Apartment,150,,,133,,20,4,365,1,7,36,210,98
2079904,10394006,Apartment,138,,,200,50,0,2,300,21,51,81,323,97
2080097,10627669,Apartment,133,,,500,80,0,7,21,0,0,0,0,
2084207,976168,Apartment,181,,,300,50,0,3,30,0,0,0,0,98
2084419,6795911,Apartment,96,750,2952,200,60,20,4,125,3,7,12,92,89
2084948,10648236,House,48,299,1210,0,23,20,2,1125,0,18,48,323,97
2087908,2115191,House,170,,,500,150,0,5,11,3,26,26,26,
2089641,4582064,House,109,1000,,350,120,30,5,14,0,11,11,78,100
2093612,5492859,House,53,380,1380,500,40,20,2,1125,0,4,34,309,
2098865,10115657,Guesthouse,75,300,,,,15,1,4,0,0,6,281,
2099179,2831931,Apartment,39,,,,,0,2,7,0,29,59,334,99
2106502,10739131,Guest suite,69,418,,150,25,0,1,1125,2,16,46,321,94
2106717,7044447,Apartment,65,410,1500,0,25,0,2,1125,0,0,0,0,99
2106830,10741024,House,280,2450,,400,180,0,3,36,0,0,11,223,98
2109077,6493038,Cottage,226,,,200,25,35,2,14,20,28,28,28,95
2116349,8986637,Apartment,55,300,,,,0,1,1125,10,40,70,345,95
2116990,2078748,House,480,2100,8000,500,0,30,2,1125,10,27,50,225,94
2119988,10810140,Apartment,145,1012,4200,160,40,30,3,666,12,32,54,326,100
2120443,10812760,House,60,360,1440,0,0,15,1,1125,18,38,66,156,91
2121038,10816395,House,199,1390,5900,1000,99,50,10,365,0,0,0,214,99
2124756,10836093,Apartment,65,905,,500,100,0,1,1125,15,15,15,15,100
2128253,8908174,Apartment,114,,,300,80,0,5,200,0,0,0,0,99
2129665,10865398,House,78,599,2299,300,38,38,1,1125,29,59,89,364,100
2132281,10492171,Apartment,120,,,500,30,0,2,1125,0,0,0,0,97
2136008,1444621,Apartment,80,540,,0,30,15,1,14,4,29,59,334,98
2138891,5507453,Apartment,105,,,300,90,0,3,30,23,50,76,252,85
2139835,4601048,Apartment,136,950,4000,130,65,15,2,365,5,5,7,239,97
2142619,10935619,Townhouse,169,,,0,60,20,1,60,26,56,86,359,90
2142709,157258,Apartment,100,,,0,60,20,3,1125,15,22,31,299,94
2142770,10936267,Guest suite,145,,,145,45,45,2,1125,0,0,0,0,100
2146707,1904667,Loft,71,,,150,15,0,1,2,0,0,0,0,100
2149952,4848120,Apartment,230,1670,,500,120,20,2,1124,8,25,53,324,97
2150200,4848120,House,209,1415,,500,120,40,2,365,0,0,0,36,100
2150936,10857350,Bed and breakfast,53,300,1100,,15,15,1,180,0,0,6,281,91
2151175,5492859,House,68,528,2112,500,38,8,2,1125,0,0,0,119,100
2151262,10979407,Apartment,199,,,0,50,25,1,1125,0,18,48,48,
2151369,5492859,House,46,311,1200,500,32,16,2,1125,30,60,90,365,98
2152347,10975864,House,300,1500,,500,100,0,2,1125,27,57,87,362,92
2155209,10998117,Apartment,65,460,1480,200,,10,3,10,8,8,8,8,97
2156314,3007990,Apartment,156,1000,3990,303,80,25,3,1125,11,22,38,308,99
